day,idx,DemandLambda,OrderLambda,poisson,emprical,chatGPT
4,2,6.147534226708918,5.959773709560982,3.0,6,10
4,3,2.0612734130389496,12.943447131635914,2.0,2,12
4,4,7.267032626249669,19.15069003344057,6.0,6,22
4,5,8.262146134628315,17.319839568320038,11.0,12,16
4,6,9.613056077237415,17.68952341939692,13.0,10,18
4,7,4.027335520420846,18.713781295577217,4.0,3,13
4,8,2.740835058086488,17.353309054778002,5.0,6,19
4,9,7.611599801842178,12.333242488455443,7.0,8,10
4,10,5.502904450444495,5.884198382811508,7.0,6,6
4,11,6.716937676857606,7.178444281373285,8.0,6,6
4,12,3.2519408076791194,17.828818890297082,3.0,3,19
4,13,1.0317712795645266,19.030147179236586,2.0,2,17
4,14,6.144743780035077,12.693923220584047,7.0,8,13
4,15,2.7664767830147965,19.550025190299497,3.0,2,12
4,16,7.129316685236255,1.2964636215673033,1.0,1,2
4,17,5.84444508257917,6.657197896523586,12.0,6,6
4,18,7.612147418273891,14.652405652034174,9.0,9,13
4,19,8.956399799513818,3.4456733512984425,17.0,2,2
4,20,8.279867748475457,8.921637455669597,4.0,6,6
5,1,6.058294691890885,18.019763982271886,6.0,7,19
5,2,7.430661663248318,6.184120670469144,2.0,5,5
5,3,6.303670107762401,4.088053480910331,6.0,4,3
5,4,6.3726289880821785,12.106696343425725,9.0,8,10
5,5,5.287960573696755,2.9814572204618845,1.0,5,5
5,6,4.181144476082042,6.891951152424492,6.0,5,6
5,7,1.4785362326141893,9.624784965869624,1.0,1,7
5,8,4.577122903144049,3.943674344247074,6.0,4,4
5,9,2.1031064230109426,12.187966139526464,1.0,3,14
5,10,5.390460656929083,11.79887442839585,5.0,5,10
5,11,7.054799553977222,7.599456053423817,8.0,6,7
5,12,5.571002021956516,1.1723229317930972,1.0,1,2
5,13,5.02282212804402,3.4949374947364067,14.0,3,3
5,14,7.953996272902119,4.65084817341246,10.0,6,6
5,15,1.4740246655722196,6.513508141747958,1.0,2,5
5,16,9.031712399592232,12.649011361518072,12.0,10,14
5,17,9.552834252013065,10.70856554113,15.0,9,7
5,18,6.642559647470636,19.60657570004355,8.0,8,15
5,19,8.777004095349803,5.033609437991477,9.0,5,5
5,20,6.161651438376736,13.546210943222452,7.0,7,12
