day,idx,SampleData,DemandLambda,OrderLambda,poisson,empirical,chatGPT,poisson_cost,empirical_cost,ChatGPT_cost
2,7,"[(4, 4), (4, 4)]",9.972884151450964,5.3169612898157546,20.0,4,4,40.13799091787483,41.96341156500916,41.96341156500916
2,8,"[(13, 6), (13, 2)]",5.278439653308983,15.960991994736572,5.0,6,9,10.313839226648545,9.554216719640557,15.7117593564197
2,9,"[(11, 5), (11, 6)]",6.622518667554789,7.036906245279246,6.0,6,10,12.234204181735352,12.234204181735352,15.095621673923997
2,10,"[(3, 2), (3, 3)]",1.6679169418780506,3.68445582665998,4.0,3,3,9.618573323316383,6.540226243017441,6.540226243017441
2,11,"[(3, 2), (3, 3)]",3.230314673778998,4.587780029968695,4.0,3,4,7.4664434430076,7.899691479466488,7.4664434430076
2,12,"[(17, 6), (17, 5)]",6.418025587060445,13.74433809765986,6.0,6,15,11.627146634809337,11.627146634809337,34.3448331053022
2,13,"[(5, 5), (5, 5)]",8.984021372974517,3.5635292539053847,22.0,5,6,52.064996285206185,28.81928928279055,23.102603159589492
2,14,"[(11, 5), (11, 1)]",4.062441801148156,11.232925436438071,3.0,5,10,11.081634859891652,8.50414191632882,23.79406358192062
2,16,"[(18, 6), (18, 11)]",6.4673500354286055,14.715826257582496,9.0,11,14,12.818788261393602,18.78547763298997,30.17990406317516
2,17,"[(4, 1), (4, 3)]",1.7897927810455472,10.170307571757665,2.0,3,5,5.184853222836533,6.322537773778347,12.893924657892015
2,18,"[(4, 4), (4, 2)]",1.62671661154681,6.160980855844144,5.0,4,5,13.526504909316362,9.627244226008804,13.526504909316362
2,19,"[(20, 7), (20, 6)]",6.526196307185376,15.6296262205654,7.0,7,16,10.68655645962166,10.68655645962166,37.90223366301959
2,20,"[(12, 6), (12, 5)]",8.235004426137564,7.178989529758983,6.0,6,10,19.031357385325997,19.031357385325997,12.514851068943731
3,1,"[(13, 1), (13, 3), (13, 2)]",2.0702195837037785,11.40537526058458,2.0,2,13,5.93737309554732,5.93737309554732,43.59553155796698
3,2,"[(5, 5), (5, 5), (5, 5)]",8.568403715148891,5.370185135929368,22.0,5,5,53.726888672836424,26.198631476108222,26.198631476108222
3,3,"[(13, 5), (13, 4), (13, 5)]",4.861490042655726,16.041246344390576,5.0,5,13,9.358678334353668,9.358678334353668,32.559685848063666
3,4,"[(9, 6), (9, 8), (9, 9)]",7.87471437557282,7.963692270645742,9.0,8,10,11.752988844685502,12.042641333589065,12.805476745937742
3,5,"[(1, 1), (1, 1), (1, 1)]",5.6618053154977135,4.119775369696144,14.0,1,2,33.363836253808266,32.66062555444778,25.915987421402633
3,6,"[(14, 4), (14, 6), (14, 5)]",4.808365719490848,11.92743624642793,6.0,5,10,9.40880631523242,9.262768780297684,20.944789935604476
3,7,"[(11, 5), (11, 6), (11, 10)]",6.820324828132664,7.226913708518042,8.0,6,10,11.010166575170672,12.884984825624484,14.615111278744
3,8,"[(7, 2), (7, 2), (7, 1)]",1.3934395401662865,7.894348691800286,2.0,2,6,4.69868694460086,4.69868694460086,18.385682997581036
3,9,"[(14, 11), (14, 5), (14, 3)]",6.567500228539896,12.57190390279762,7.0,5,13,10.73966009386563,15.11189958745679,25.871967567218185
3,10,"[(14, 14), (14, 8), (14, 8)]",9.705096112919987,11.550918559446751,12.0,8,12,14.089865116745688,17.758258439868182,14.089865116745688
3,11,"[(7, 2), (7, 2), (7, 2)]",2.662677661301866,9.55142128058343,2.0,2,7,7.943575743483087,7.943575743483087,17.383075049477004
3,12,"[(4, 4), (4, 4), (4, 4)]",6.405630145094352,6.50891762405315,20.0,4,4,54.37750129106647,18.80175244837248,18.80175244837248
3,13,"[(14, 5), (14, 7), (14, 6)]",8.046521080757088,14.354473871897424,7.0,6,12,14.467610775143093,18.082622523449032,17.300015271088036
3,14,"[(6, 6), (6, 2), (6, 2)]",2.957260366595396,4.8512741499283525,4.0,2,6,7.389561393941556,9.354959461296303,12.608072534759184
3,15,"[(15, 2), (15, 0), (15, 1)]",1.4334760804718312,19.625135558394103,1.0,1,13,5.189205770418003,5.189205770418003,45.78417546868457
3,16,"[(10, 2), (10, 2), (10, 4)]",2.6847257650980656,6.949134759357415,3.0,2,10,6.698948446774585,8.214940300788568,29.256229097192435
3,17,"[(24, 6), (24, 4), (24, 3)]",5.000205804957567,19.39323115615168,5.0,4,24,9.645642618071516,11.800130422506234,75.99707608350379
3,18,"[(10, 9), (10, 9), (10, 4)]",8.414323280426157,10.088189519647372,8.0,9,9,13.248717721866216,12.13278238116199,12.13278238116199
3,19,"[(19, 4), (19, 1), (19, 4)]",1.915926082709903,11.253894417491518,3.0,4,19,6.125356613980829,8.813009443991305,67.6416225619451
3,20,"[(11, 9), (11, 11), (11, 11)]",8.12291066823623,13.990641387696584,14.0,11,10,23.907297574018813,14.424705704873672,12.586184170700799
4,1,"[(6, 4), (6, 4), (6, 5), (6, 4)]",4.316113483792058,5.094316729430632,5.0,4,6,8.61412507624721,9.369676985099561,9.69177990723
4,2,"[(2, 2), (2, 2), (2, 2), (2, 2)]",7.803215493925954,2.964330784622323,17.0,2,2,36.80892089992619,40.66616303323305,40.66616303323305
4,3,"[(15, 4), (15, 5), (15, 1), (15, 5)]",3.322978689483676,18.055642113665638,4.0,5,10,7.4992810083260775,8.85773287992345,26.71174619005704
4,5,"[(3, 3), (3, 3), (3, 2), (3, 3)]",4.4574791311681405,2.343670133015901,6.0,3,4,9.573655534113822,12.970055035157694,9.81638603934889
4,6,"[(20, 11), (20, 9), (20, 5), (20, 10)]",9.438477408696745,17.582782632707126,10.0,10,15,12.880471307212991,12.880471307212991,22.95244655379372
4,7,"[(18, 5), (18, 8), (18, 10), (18, 10)]",8.287908605383882,13.621131023138831,9.0,10,18,12.003736550536042,12.487280277068496,38.86590377050111
4,8,"[(26, 4), (26, 9), (26, 7), (26, 8)]",6.715131719367885,17.90831002010982,8.0,8,26,11.00678390596445,11.00678390596445,77.13932812272381
4,9,"[(16, 7), (16, 4), (16, 6), (16, 7)]",6.5304172540659415,14.936215988275103,7.0,7,16,10.691848646529083,10.691848646529083,37.88540132682944
4,10,"[(8, 2), (8, 1), (8, 2), (8, 2)]",1.4603403103990966,8.945299685371095,2.0,2,7,4.672791749745372,4.672791749745372,22.044008824353064
4,11,"[(11, 3), (11, 4), (11, 3), (11, 2)]",3.1994032593086263,10.872958355614651,3.0,3,10,7.817981997429253,7.817981997429253,27.20504821254132
4,12,"[(7, 3), (7, 2), (7, 2), (7, 4)]",3.562697766664377,4.709144600128667,3.0,3,6,9.00899568349789,9.00899568349789,10.978934821012201
4,13,"[(12, 2), (12, 4), (12, 3), (12, 4)]",2.864924610322497,12.68349087639752,4.0,4,12,7.445361258728016,7.445361258728016,36.51055946666093
4,14,"[(10, 3), (10, 3), (10, 4), (10, 5)]",3.270631621010991,8.563398757933022,4.0,4,9,7.4785440191469235,7.4785440191469235,22.928915808676614
4,15,"[(6, 1), (6, 1), (6, 3), (6, 4)]",3.5247864832989872,3.299421276431862,3.0,3,4,8.879658370458753,8.879658370458753,7.7314323586657645
4,16,"[(9, 1), (9, 6), (9, 0), (9, 5)]",2.9918422686897994,14.08325960130714,3.0,5,9,7.207173098194851,9.382104536484293,24.038454235559715
4,17,"[(13, 6), (13, 7), (13, 2), (13, 3)]",4.64416541932796,11.606572794866356,5.0,6,10,8.98633929105228,9.448124498507912,21.55514731296266
4,18,"[(4, 4), (4, 4), (4, 4), (4, 4)]",7.775329852187458,4.442813612521158,21.0,4,4,52.89898412062875,27.19442016153161,27.19442016153161
4,19,"[(16, 10), (16, 10), (16, 12), (16, 11)]",9.09183412129409,12.97857369957633,12.0,11,16,14.940410146371264,13.206310597455612,27.88270107762451
4,20,"[(18, 5), (18, 3), (18, 1), (18, 2)]",2.097797738223383,14.533426559545836,3.0,3,14,6.192549158183253,6.192549158183253,47.45314886702269
5,1,"[(5, 0), (5, 3), (5, 2), (5, 1), (5, 3)]",2.713190515792457,4.131088179041614,2.0,3,4,8.329340985558042,6.737563863182128,7.574401535035952
5,2,"[(16, 5), (16, 8), (16, 6), (16, 9), (16, 3)]",7.7133645127811485,12.965695176802722,7.0,8,16,13.338911948484098,11.768901033738675,33.19417918768991
5,3,"[(13, 7), (13, 9), (13, 8), (13, 11), (13, 5)]",9.094310035974736,19.436340735092696,9.0,9,12,13.237651474775845,13.237651474775845,14.936119781227275
5,4,"[(6, 6), (6, 2), (6, 2), (6, 6), (6, 2)]",3.7266525995757727,5.550926512527744,5.0,6,5,8.545042593110576,10.637435294415749,8.545042593110576
5,5,"[(15, 10), (15, 7), (15, 12), (15, 12), (15, 6)]",9.207256485352836,12.672617857490888,10.0,12,13,12.647962904317732,14.747553965700876,17.209492121533504
5,6,"[(22, 7), (22, 6), (22, 3), (22, 1), (22, 1)]",4.480277208394609,16.0093293885949,4.0,6,16,9.887937840101987,9.554927517494848,46.077348358951134
5,7,"[(1, 1), (1, 1), (1, 1), (1, 1), (1, 1)]",3.648680520621805,4.842449979891443,15.0,1,1,45.38497157337312,18.724278369206143,18.724278369206143
5,8,"[(4, 4), (4, 4), (4, 4), (4, 4), (4, 4)]",6.0267863473925845,7.361502295559209,21.0,4,4,59.89273575795413,16.704317762596762,16.704317762596762
5,9,"[(12, 1), (12, 11), (12, 5), (12, 2), (12, 8)]",5.115704856146148,10.41623999918265,6.0,8,10,9.458642255069437,13.052677030147532,19.820496206794893
5,10,"[(6, 6), (6, 6), (6, 5), (6, 6), (6, 5)]",4.938539254509953,10.140957125078572,8.0,6,6,13.490705244836448,9.403016883783655,9.403016883783655
5,11,"[(13, 3), (13, 1), (13, 1), (13, 5), (13, 4)]",3.5499256544212625,18.244967229008388,3.0,4,10,8.965146072354363,7.758009476843381,25.806626390572397
5,12,"[(6, 1), (6, 0), (6, 5), (6, 2), (6, 0)]",2.5938093600200687,4.133298629770916,2.0,2,6,7.698625356144215,7.698625356144215,13.803447193772959
5,13,"[(13, 3), (13, 2), (13, 2), (13, 2), (13, 4)]",3.317066536398487,14.236680917382769,3.0,3,10,8.13844282446722,8.13844282446722,26.73534063159816
5,14,"[(28, 5), (28, 5), (28, 8), (28, 6), (28, 7)]",7.273781574092342,19.07726937087994,7.0,7,28,12.095046485961719,12.095046485961719,82.90469269385281
5,15,"[(6, 5), (6, 6), (6, 6), (6, 6), (6, 2)]",7.540285267693111,3.745370884051989,7.0,6,6,12.814525811468032,15.715132572636017,15.715132572636017
5,16,"[(6, 0), (6, 4), (6, 6), (6, 3), (6, 4)]",3.634200103154578,6.752141187043828,4.0,4,5,7.856786866058317,7.856786866058317,8.565117686118398
5,17,"[(2, 2), (2, 2), (2, 2), (2, 2), (2, 2)]",3.2808828554797174,3.3102134469660505,17.0,2,2,54.82079485233382,11.026381512398627,11.026381512398627
5,18,"[(10, 3), (10, 1), (10, 7), (10, 1), (10, 2)]",2.674023184240734,18.88124021874082,3.0,3,8,6.68490834692346,6.68490834692346,21.313510425704294
5,19,"[(9, 8), (9, 6), (9, 8), (9, 7), (9, 5)]",6.701449300519089,18.108826617506864,8.0,8,9,11.007667716858297,11.007667716858297,12.44586468727867
5,20,"[(6, 3), (6, 2), (6, 4), (6, 6), (6, 5)]",4.664910327624834,10.73074807950081,5.0,5,6,9.015749532156555,9.015749532156555,9.438099089881598
,,,,,,,average_cost,17.930805166086497,13.3198852831557,25.53564212081204
