day,idx,SampleData,DemandLambda,OrderLambda,poisson,empirical,chatGPT,poisson_cost,empirical_cost,ChatGPT_cost
2,5,"[(1, 1), (4, 4)]",4.325672629638659,2.6171939575294094,2.0,4,4,17.154852181457553,9.39658185036433,9.39658185036433
2,6,"[(18, 4), (28, 3)]",4.089755270547663,19.25074705966596,4.0,4,20,8.78292625507273,8.78292625507273,63.63207034059745
2,7,"[(3, 2), (6, 1)]",2.038859837116948,4.281610121245683,2.0,2,4,5.868730716754938,5.868730716754938,8.617246649815744
2,8,"[(15, 5), (10, 2)]",3.3906310885296924,13.313716960935656,4.0,5,13,7.612638167860071,8.823318890813274,38.43229653980135
2,9,"[(9, 8), (14, 8)]",8.155039664878029,12.571267108448604,9.0,8,10,11.894622755667898,12.61452847301857,12.563951748401124
2,10,"[(11, 8), (13, 8)]",9.524869664377418,11.1723501353935,9.0,8,10,14.282496699670718,17.006062477849746,12.987044310514156
2,11,"[(6, 6), (10, 8)]",7.387255114069771,8.659816419191285,8.0,8,7,11.341782526334004,11.341782526334004,12.388431767777828
2,12,"[(10, 1), (8, 0)]",1.871260577654437,10.210130511320608,1.0,1,8,7.331193012456107,7.331193012456107,24.43242380953709
2,13,"[(7, 4), (12, 6)]",7.446340711050357,12.319884171789615,6.0,6,9,15.307888901537005,15.307888901537005,11.768978841242228
2,14,"[(15, 1), (7, 3)]",2.512280799166773,7.862085873852436,2.0,3,8,7.416153331767242,6.394078930190605,21.957067299463045
2,15,"[(8, 2), (7, 2)]",1.9297590188872455,4.8605697293879455,2.0,2,6,5.353786901460335,5.353786901460335,16.30035144023013
2,16,"[(4, 1), (2, 2)]",2.67657592305562,4.266204367419202,2.0,2,3,8.182413656779122,8.182413656779122,6.688233197376336
2,17,"[(5, 3), (6, 6)]",6.0932374931388855,5.168252955714026,5.0,6,6,13.0631077452879,10.802303957596243,10.802303957596243
2,18,"[(8, 5), (5, 5)]",4.596286776615505,6.807568760887674,6.0,5,6,9.474263399043632,8.921693272691074,9.474263399043632
2,19,"[(8, 2), (11, 3)]",3.848874350959256,8.988907397160705,3.0,3,10,10.14137528510543,10.14137528510543,24.6269374731844
2,20,"[(9, 9), (6, 6)]",9.4222877427194,6.465162557505379,12.0,9,7,14.428147455925643,14.01025450518154,20.549413126953265
3,1,"[(3, 2), (8, 0), (8, 2)]",1.9870229487825064,4.130808002428795,2.0,2,4,5.43133855706331,5.43133855706331,8.592846139845939
3,2,"[(17, 10), (13, 8), (21, 10)]",8.78490028501643,18.790854296746502,10.0,10,18,12.422904514350114,12.422904514350114,36.89536336036982
3,3,"[(15, 4), (16, 2), (14, 1)]",2.8462272733378704,17.128227200401504,3.0,2,14,6.941772315069053,8.879233873528305,44.56489542974023
3,4,"[(11, 0), (12, 2), (7, 4)]",1.7270673202118605,12.695783721818945,2.0,2,8,5.120265637727363,5.120265637727363,25.03322318424168
3,5,"[(17, 1), (18, 2), (16, 2)]",1.8636027841249887,16.447561113232794,2.0,2,17,5.2699964705248385,5.2699964705248385,60.02783069002507
3,6,"[(1, 1), (1, 1), (2, 0)]",1.68301628208801,2.2950009702299647,3.0,1,2,6.511756472158216,6.542200866525004,5.079591746033722
3,7,"[(14, 11), (9, 6), (11, 2)]",5.797362479087844,13.336704286074768,7.0,6,10,10.23674876629284,10.209543033567117,17.487007563706452
3,8,"[(5, 4), (1, 1), (2, 2)]",6.123531501587367,2.3216750354010816,3.0,2,3,22.68129048000287,29.05766298932773,22.68129048000287
3,9,"[(9, 6), (16, 4), (11, 4)]",5.4924683540512085,11.28498069467031,5.0,4,10,10.932230898408342,13.98617497493606,18.49835895941016
3,10,"[(10, 3), (6, 6), (9, 8)]",3.5214360687507984,10.322931474581456,6.0,6,8,11.080713668822849,11.080713668822849,18.05588450290346
3,11,"[(5, 5), (6, 3), (9, 3)]",3.734326978734504,8.169830679894462,6.0,3,6,10.621046908563864,9.690102402687751,10.621046908563864
3,12,"[(6, 5), (3, 3), (3, 3)]",7.458098721039223,3.097387431411475,4.0,3,4,25.165038047933674,31.496260240768844,25.165038047933674
3,13,"[(18, 2), (19, 4), (22, 0)]",1.6183246061872836,19.8453375447226,2.0,2,19,4.64238877642396,4.64238877642396,68.17567388936381
3,14,"[(9, 2), (12, 5), (7, 4)]",5.965143837212291,12.50187046256292,4.0,4,8,16.37226315736638,16.37226315736638,11.492550099632151
3,15,"[(2, 2), (1, 1), (1, 1)]",9.989917375114466,2.014634926621129,3.0,1,3,48.96613893752235,62.9298753885398,48.96613893752235
3,16,"[(29, 8), (18, 11), (19, 10)]",6.771050624099017,17.199600503547668,11.0,10,18,17.81761697278153,14.731306902628512,44.91697349148159
3,17,"[(5, 3), (10, 0), (7, 3)]",2.163274426020377,10.290628480382225,2.0,3,6,6.151498728521656,6.157730174169186,15.383502882024441
3,18,"[(12, 1), (12, 6), (10, 2)]",4.991134868205856,11.655878495539977,3.0,2,10,15.820814390622811,21.439852310075192,20.268003239565584
3,19,"[(5, 3), (7, 0), (4, 2)]",2.559376482106227,6.476432560846682,2.0,2,4,7.578266912840313,7.578266912840313,7.654787945354115
3,20,"[(19, 6), (22, 10), (19, 9)]",8.32202934257966,16.770625882322832,9.0,9,20,12.036110976670734,12.036110976670734,46.714539374473844
4,1,"[(21, 6), (19, 8), (23, 3), (20, 6)]",6.4832953881400055,19.490435436758183,6.0,6,16,11.813685842062396,11.813685842062396,38.07333254823612
4,2,"[(10, 6), (5, 3), (8, 1), (14, 4)]",3.638741341620947,10.682228122603854,4.0,4,8,7.862527508843088,7.862527508843088,17.61778485885522
4,3,"[(9, 8), (7, 7), (5, 5), (10, 10)]",7.742878391984222,6.26842632418529,8.0,8,10,11.815912448600335,11.815912448600335,12.955889389855779
4,4,"[(9, 9), (16, 15), (7, 7), (15, 15)]",8.510315568357797,14.885433143289324,12.0,15,12,16.124894731298287,26.243532298241682,16.124894731298287
4,5,"[(18, 1), (19, 6), (16, 4), (21, 3)]",2.4117034377645417,15.951186028589582,4.0,4,20,7.901015227359065,7.901015227359065,70.1928687203689
4,6,"[(4, 0), (0, 0), (1, 1), (5, 3)]",2.516309405700801,3.172585620562669,1.0,1,3,11.275387158490599,11.275387158490599,6.396780710534749
4,7,"[(16, 7), (20, 9), (14, 5), (21, 5)]",7.525048686830098,18.24411910601562,7.0,7,18,12.77051975837925,12.77051975837925,41.90504481849478
4,8,"[(13, 7), (12, 2), (22, 2), (16, 4)]",4.95327987794172,13.842577766455614,4.0,4,15,11.599739818422076,11.599739818422076,40.18722478749593
4,9,"[(5, 2), (7, 4), (9, 3), (8, 3)]",2.381419410708883,6.33303598578582,3.0,3,7,6.325447058577197,6.325447058577197,18.491299015887186
4,10,"[(17, 3), (17, 4), (16, 5), (17, 6)]",5.884796541951934,17.206328302219134,5.0,5,16,12.259158810026625,12.259158810026625,40.46229416845427
4,11,"[(7, 7), (9, 9), (7, 6), (6, 6)]",5.441261582069263,9.3017254700648,9.0,7,7,15.232469454654778,10.356208476624378,10.356208476624378
4,12,"[(10, 5), (10, 2), (8, 3), (17, 2)]",3.662618871393337,12.519571009404142,3.0,3,8,9.361420331870118,9.361420331870118,17.529194953213285
4,13,"[(12, 2), (14, 6), (8, 4), (7, 3)]",4.484301495903597,11.086906126022924,4.0,4,10,9.90066510955455,9.90066510955455,22.164926157154927
4,14,"[(14, 4), (18, 6), (20, 6), (16, 2)]",5.599790589861707,15.947591029449546,5.0,6,16,11.268426285370303,9.899835352740226,41.601283731548946
4,15,"[(6, 6), (10, 9), (8, 6), (11, 9)]",7.284651477944841,12.563977576276654,10.0,9,9,13.65232312981846,11.846774549013308,11.846774549013308
4,16,"[(10, 1), (9, 1), (9, 1), (10, 2)]",1.89518869334922,8.485549711930432,1.0,1,9,7.43138155411032,7.43138155411032,28.279895385599897
4,17,"[(14, 9), (25, 9), (18, 5), (24, 5)]",7.877933537610204,15.489125804505012,8.0,9,16,12.048517631561023,11.753927183401592,32.54771412635671
4,18,"[(7, 7), (13, 6), (9, 9), (8, 8)]",6.977642924757498,8.87909272407561,9.0,8,9,12.101027230011224,11.048914547750611,12.101027230011224
4,19,"[(4, 4), (5, 5), (6, 6), (5, 5)]",7.072923393693103,4.254504359811187,6.0,5,5,13.798740016302602,17.59229170538194,17.59229170538194
4,20,"[(11, 5), (6, 5), (8, 5), (5, 5)]",6.286742131852319,8.14672529405458,6.0,5,5,11.27092734163932,13.86203121839773,13.86203121839773
5,1,"[(11, 3), (10, 7), (6, 6), (12, 0), (8, 4)]",3.3217951636999934,10.969614772170155,5.0,6,8,8.859545096857383,11.558285473949088,18.788733997546476
5,2,"[(13, 4), (19, 0), (19, 1), (10, 5), (9, 2)]",2.583812595063496,13.52719448756818,3.0,4,9,6.447052655618618,7.6177763875617766,25.65171996050083
5,3,"[(1, 1), (1, 1), (4, 4), (0, 0), (2, 2)]",8.606395930755674,1.9027525136090075,3.0,2,3,39.35974940003817,46.26588574750994,39.35974940003817
5,4,"[(9, 6), (14, 7), (8, 8), (8, 8), (7, 4)]",6.584818776571656,11.03287650742454,7.0,8,10,10.762797814736496,11.026411778282267,15.191925586937717
5,5,"[(5, 5), (4, 4), (4, 4), (3, 3), (2, 2)]",6.563419660825292,3.6181448257719215,5.0,4,4,15.09306822300021,19.709609804789324,19.709609804789324
5,6,"[(14, 10), (13, 10), (10, 9), (5, 5), (11, 10)]",8.719900986420654,12.681589094980207,10.0,10,10,12.411209164858759,12.411209164858759,12.411209164858759
5,7,"[(17, 2), (12, 10), (16, 5), (13, 5), (11, 7)]",5.610484378528256,13.143779745931274,6.0,7,13,9.914439973299087,10.269561658392796,29.589756555171032
5,8,"[(11, 4), (4, 4), (5, 2), (9, 2), (7, 2)]",3.104950167413442,6.158731580684816,3.0,4,5,7.579835666679003,7.450817179350269,9.231376050892228
5,9,"[(10, 9), (12, 11), (10, 8), (8, 8), (6, 6)]",8.962793565147098,10.486635965256578,9.0,9,9,12.970737774927827,12.970737774927827,12.970737774927827
5,10,"[(21, 3), (24, 9), (24, 12), (24, 1), (20, 4)]",5.0394827564802265,19.103086814805412,6.0,9,22,9.431145536052474,16.46247127544048,67.84037770415999
5,11,"[(5, 5), (1, 1), (4, 4), (4, 4), (4, 4)]",8.299088800490944,2.334303880899808,5.0,4,4,24.542652036005318,30.62147745343273,30.62147745343273
5,12,"[(18, 5), (23, 2), (10, 1), (22, 2), (18, 2)]",2.121371465161948,16.33158540840037,3.0,2,15,6.178987715613063,6.053224799093222,51.32489858575009
5,13,"[(14, 4), (14, 6), (13, 8), (21, 13), (11, 8)]",9.279627345853577,16.544019201938113,9.0,8,15,13.655626836965844,16.04197925715958,23.49292762132693
5,14,"[(9, 2), (10, 5), (7, 7), (5, 0), (8, 3)]",3.314933004109068,5.75241806938422,4.0,5,7,7.495727927024318,8.87009900862875,15.022076308431087
5,15,"[(8, 8), (12, 4), (10, 5), (7, 5), (8, 6)]",4.292115199644483,8.904229459103348,7.0,6,8,12.147190678904014,9.719507639643236,15.375850248180434
5,16,"[(3, 3), (2, 2), (2, 2), (2, 0), (3, 3)]",2.9270823953112,2.445873988060482,4.0,3,3,7.405938068044804,7.084008351732136,7.084008351732136
5,17,"[(9, 4), (9, 4), (11, 4), (6, 4), (9, 6)]",4.451519994599499,11.110087089477888,5.0,4,8,8.754044835155991,9.797838022615103,14.88207194695926
5,18,"[(19, 2), (12, 0), (26, 0), (16, 1), (13, 0)]",1.1820328953685264,16.30904753818175,1.0,1,13,3.907945003225451,3.907945003225451,46.14732439448874
5,19,"[(7, 7), (8, 7), (4, 4), (11, 8), (5, 5)]",8.171778704149673,5.869777941988768,8.0,7,8,12.65244642205783,14.930673928208932,12.65244642205783
5,20,"[(7, 7), (11, 11), (6, 6), (1, 1), (6, 6)]",9.879873856996078,5.777598537721589,8.0,7,7,18.521178970491825,22.977570844653176,22.977570844653176
,,,,,,,average_cost,15.39302099665362,13.293372859601877,24.798123093753563
